/////////////////////
/// CORE ITEM DATA //
/////////////////////

//Start by parsing this in your map/dictionary to parse the other data.
//ID|Item Name|Rarity|Properties|Category|Base Color|Overlay Color|Hits to break|Growtime in seconds|Clothing Type (None if its not a clothing, specified in category)

0|Blank|1|NoSeed, Dropless, Beta, Mod, Untradable|Foreground_Block|690000|690000|4|31|None
7274|Rotten Woodland Tree |4|0|Platform|83531F|F6C289|3|184|None
7275|Rotten Woodland Tree Seed |999|NoSeed|Seed|000000|000000|20|0|None
7276|Knight's Great Helm - Golden |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7277|Knight's Great Helm - Golden Seed |999|NoSeed|Seed|000000|000000|20|0|None
7278|Knight's Helm - Crusader |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7279|Knight's Helm - Crusader Seed |999|NoSeed|Seed|000000|000000|20|0|None
7280|Knight's Helm - Antlers |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7281|Knight's Helm - Antlers Seed |999|NoSeed|Seed|000000|000000|20|0|None
7282|Weather Vane |39|MultiFacing, Wrenchable|Toggleable_Foreground|6F6F6F|3C6590|10|60489|None
7283|Weather Vane Seed |999|NoSeed|Seed|000000|000000|20|0|None
7284|Stables |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7285|Stables Seed |999|NoSeed|Seed|000000|000000|20|0|None
7286|Murder Hole - Hot Liquid Tar |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7287|Murder Hole - Hot Liquid Tar Seed |999|NoSeed|Seed|000000|000000|20|0|None
7288|Cheval de Frise (Siege Barrier) |35|0|Spike|65FF00|FFFFF4|4|43925|None
7289|Cheval de Frise (Siege Barrier) Seed |999|NoSeed|Seed|000000|000000|20|0|None
7290|Royal Carpet |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7291|Royal Carpet Seed |999|NoSeed|Seed|000000|000000|20|0|None
7292|Wooden Guard Tower |4|0|Platform|83531F|F6C289|3|184|None
7293|Wooden Guard Tower Seed |999|NoSeed|Seed|000000|000000|20|0|None
7294|The 'Other' Royal Throne |23|MultiFacing|SFX_Foreground|FFCA15|F5A307|4|12857|None
7295|The 'Other' Royal Throne Seed |999|NoSeed|Seed|000000|000000|20|0|None
7296|Scavenger Wheels |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Feet
7297|Scavenger Wheels Seed |999|NoSeed|Seed|000000|000000|20|0|None
7298|Scavenger Lord's Wheels |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Feet
7299|Scavenger Lord's Wheels Seed |999|NoSeed|Seed|000000|000000|20|0|None
7300|2-Face |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Face
7301|2-Face Seed |999|NoSeed|Seed|000000|000000|20|0|None
7302|Golden Midas Masterpants |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Pants
7303|Golden Midas Masterpants Seed |999|NoSeed|Seed|000000|000000|20|0|None
7304|Tiger Spirit |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Back
7305|Tiger Spirit Seed |999|NoSeed|Seed|000000|000000|20|0|None
7306|Anomalizing Delicate Rolling Pin |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7307|Anomalizing Delicate Rolling Pin Seed |999|NoSeed|Seed|000000|000000|20|0|None
7308|Anomalizing Pristine Rolling Pin |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7309|Anomalizing Pristine Rolling Pin Seed |999|NoSeed|Seed|000000|000000|20|0|None
7310|Anomalizing Exquisite Rolling Pin |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7311|Anomalizing Exquisite Rolling Pin Seed |999|NoSeed|Seed|000000|000000|20|0|None
7312|Anomalizing Elegant Rolling Pin |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7313|Anomalizing Elegant Rolling Pin Seed |999|NoSeed|Seed|000000|000000|20|0|None
7314|Mad Hat 1 |999|NoSeed, Dropless, Untradable|Component|B5DCA3|467E30|1|3600|None
7315|Mad Hat 1 Seed |999|NoSeed|Seed|000000|000000|20|0|None
7316|Mad Hat 2 |999|NoSeed, Dropless, Untradable|Component|B5DCA3|467E30|1|3600|None
7317|Mad Hat 2 Seed |999|NoSeed|Seed|000000|000000|20|0|None
7318|Mad Hat 3 |999|NoSeed, Dropless, Untradable|Component|B5DCA3|467E30|1|3600|None
7319|Mad Hat 3 Seed |999|NoSeed|Seed|000000|000000|20|0|None
7320|Nobleman's House Roof |4|0|Platform|83531F|F6C289|3|184|None
7321|Nobleman's House Roof Seed |999|NoSeed|Seed|000000|000000|20|0|None
7322|Nobleman's House Door |2|Wrenchable|Door|9A6B38|FFD11D|5|68|None
7323|Nobleman's House Door Seed |999|NoSeed|Seed|000000|000000|20|0|None
7324|Stable Roof |4|0|Platform|83531F|F6C289|3|184|None
7325|Stable Roof Seed |999|NoSeed|Seed|000000|000000|20|0|None
7326|Stable Background |1|0|Background_Block|1C150C|4B3717|3|31|None
7327|Stable Background Seed |999|NoSeed|Seed|000000|000000|20|0|None
7328|Winter Token |999|NoSeed, Dropless, Untradable|Component|B5DCA3|467E30|1|3600|None
7329|Winter Token Seed |999|NoSeed|Seed|000000|000000|20|0|None
7330|Winter Event Player Medal: Bronze |999|NoSeed, Permanent, Dropless, AutoPickup, Untradable|Platform|CB4A4A|C9731C|10|3600|None
7331|Winter Event Player Medal: Bronze Seed |999|NoSeed|Seed|000000|000000|20|0|None
7332|Winter Event Player Medal: Silver |999|NoSeed, Permanent, Dropless, AutoPickup, Untradable|Platform|CB4A4A|C9731C|10|3600|None
7333|Winter Event Player Medal: Silver Seed |999|NoSeed|Seed|000000|000000|20|0|None
7334|Winter Event Player Medal: Gold |999|NoSeed, Permanent, Dropless, AutoPickup, Untradable|Platform|CB4A4A|C9731C|10|3600|None
7335|Winter Event Player Medal: Gold Seed |999|NoSeed|Seed|000000|000000|20|0|None
7336|Winter Event Guild Medal: Bronze |999|NoSeed, Permanent, Dropless, AutoPickup, Untradable|Platform|CB4A4A|C9731C|10|3600|None
7337|Winter Event Guild Medal: Bronze Seed |999|NoSeed|Seed|000000|000000|20|0|None
7338|Winter Event Guild Medal: Silver |999|NoSeed, Permanent, Dropless, AutoPickup, Untradable|Platform|CB4A4A|C9731C|10|3600|None
7339|Winter Event Guild Medal: Silver Seed |999|NoSeed|Seed|000000|000000|20|0|None
7340|Winter Event Guild Medal: Gold |999|NoSeed, Permanent, Dropless, AutoPickup, Untradable|Platform|CB4A4A|C9731C|10|3600|None
7341|Winter Event Guild Medal: Gold Seed |999|NoSeed|Seed|000000|000000|20|0|None
7342|Thanksgiving Bell |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7343|Thanksgiving Bell Seed |999|NoSeed|Seed|000000|000000|20|0|None
7344|Dead Thanksgiving Turkey |999|NoSeed, Dropless, Untradable|Component|B5DCA3|467E30|1|3600|None
7345|Dead Thanksgiving Turkey Seed|999|NoSeed|Seed|000000|000000|20|0|None 
7346|Roasted Turkey |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7347|Roasted Turkey Seed |999|NoSeed|Seed|000000|000000|20|0|None
7348|Riding Turkey |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Feet
7349|Riding Turkey Seed |999|NoSeed|Seed|000000|000000|20|0|None
7350|Turkey Wings |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7351|Turkey Wings Seed |999|NoSeed|Seed|000000|000000|20|0|None
7352|Pilgrim's Hat |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7353|Pilgrim's Hat Seed |999|NoSeed|Seed|000000|000000|20|0|None
7354|Pilgrim's Coat |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7355|Pilgrim's Coat Seed |999|NoSeed|Seed|000000|000000|20|0|None
7356|Pilgrim's Shoes |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Feet
7357|Pilgrim's Shoes Seed |999|NoSeed|Seed|000000|000000|20|0|None
7358|Pilgrim's Bonnet |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7359|Pilgrim's Bonnet Seed |999|NoSeed|Seed|000000|000000|20|0|None
7360|Pilgrim's Dress |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7361|Pilgrim's Dress Seed |999|NoSeed|Seed|000000|000000|20|0|None
7362|Colonization Wagon Base |4|0|Platform|83531F|F6C289|3|184|None
7363|Colonization Wagon Base Seed |999|NoSeed|Seed|000000|000000|20|0|None
7364|Colonization Wagon Canopy |4|0|Platform|83531F|F6C289|3|184|None
7365|Colonization Wagon Canopy Seed |999|NoSeed|Seed|000000|000000|20|0|None
7366|Wagon Wheel |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7367|Wagon Wheel Seed |999|NoSeed|Seed|000000|000000|20|0|None
7368|Thanksgiving Turkey |999|NoSeed, Dropless, Public|Event_Mystery_Block|EF934A|B749E9|30|3600|None
7369|Thanksgiving Turkey Seed |999|NoSeed|Seed|000000|000000|20|0|None
7370|Growmoji Turkey |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7371|Growmoji Turkey Seed |999|NoSeed|Seed|000000|000000|20|0|None
7372|Monochromatic Bedrock |1|NoSeed, Dropless, Mod|Bedrock|89D959|E93B5A|4|31|None
7373|Monochromatic Bedrock Seed |999|NoSeed|Seed|000000|000000|20|0|None
7374|Monochromatic Dirt |1|0|Foreground_Block|603913|A67C52|3|31|None
7375|Monochromatic Dirt Seed |999|NoSeed|Seed|000000|000000|20|0|None
7376|Monochromatic Lava |1|0|Pain_Block|FF2811|FFBB2A|4|31|None
7377|Monochromatic Lava Seed |999|NoSeed|Seed|000000|000000|20|0|None
7378|Monochromatic Cave Background |1|0|Background_Block|1C150C|4B3717|3|31|None
7379|Monochromatic Cave Background Seed |999|NoSeed|Seed|000000|000000|20|0|None
7380|Monochromatic Blast |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7381|Monochromatic Blast Seed |999|NoSeed|Seed|000000|000000|20|0|None
7382|Onyx Block |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7383|Onyx Block Seed |999|NoSeed|Seed|000000|000000|20|0|None
7384|Go-Go-Growformer! |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Feet
7385|Go-Go-Growformer! Seed |999|NoSeed|Seed|000000|000000|20|0|None
7386|Ultra Winter Freezer Teddy Suit |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7387|Ultra Winter Freezer Teddy Suit Seed |999|NoSeed|Seed|000000|000000|20|0|None
7388|Winter Freezer Teddy Mask |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Face
7389|Winter Freezer Teddy Mask Seed |999|NoSeed|Seed|000000|000000|20|0|None
7390|Crown of Duplication |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7391|Crown of Duplication Seed |999|NoSeed|Seed|000000|000000|20|0|None
7392|Mage's Orb |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Back
7393|Mage's Orb Seed |999|NoSeed|Seed|000000|000000|20|0|None
7394|Cracked Stone Slab |1|0|Foreground_Block|808080|C8C8C8|10|31|None
7395|Cracked Stone Slab Seed |999|NoSeed|Seed|000000|000000|20|0|None
7396|Snowflake Eyes |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Face
7397|Snowflake Eyes Seed |999|NoSeed|Seed|000000|000000|20|0|None
7398|Rugged Winter Beard |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Face
7399|Rugged Winter Beard Seed |999|NoSeed|Seed|000000|000000|20|0|None
7400|Ice Queen Winter Makeup |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Face
7401|Ice Queen Winter Makeup Seed |999|NoSeed|Seed|000000|000000|20|0|None
7402|Snowflake Eyes with Rugged Winter Beard |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Face
7403|Snowflake Eyes with Rugged Winter Beard Seed |999|NoSeed|Seed|000000|000000|20|0|None
7404|Snowflake Eyes with Ice Queen Winter Makeup |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Face
7405|Snowflake Eyes with Ice Queen Winter Makeup Seed |999|NoSeed|Seed|000000|000000|20|0|None
7406|Super Snowball Launcher |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7407|Super Snowball Launcher Seed |999|NoSeed|Seed|000000|000000|20|0|None
7408|Abominable Snowman Suit |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7409|Abominable Snowman Suit Seed |999|NoSeed|Seed|000000|000000|20|0|None
7410|Abominable Snowman Mask |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7411|Abominable Snowman Mask Seed |999|NoSeed|Seed|000000|000000|20|0|None
7412|Snowflake Wings of Winter |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Back
7413|Snowflake Wings of Winter Seed |999|NoSeed|Seed|000000|000000|20|0|None
7414|Chipmunk |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7415|Chipmunk Seed |999|NoSeed|Seed|000000|000000|20|0|None
7416|Snow Leopard Tail |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Back
7417|Snow Leopard Tail Seed |999|NoSeed|Seed|000000|000000|20|0|None
7418|Snowfrost's Top Hat |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7419|Snowfrost's Top Hat Seed |999|NoSeed|Seed|000000|000000|20|0|None
7420|Snowfrost's Mask |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Face
7421|Snowfrost's Mask Seed |999|NoSeed|Seed|000000|000000|20|0|None
7422|Snowfrost's Suit |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7423|Snowfrost's Suit Seed |999|NoSeed|Seed|000000|000000|20|0|None
7424|Snowfrost's Candy Cane Blade |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7425|Snowfrost's Candy Cane Blade Seed |999|NoSeed|Seed|000000|000000|20|0|None
7426|The Horrible Holiday Hoodie |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7427|The Horrible Holiday Hoodie Seed |999|NoSeed|Seed|000000|000000|20|0|None
7428|Slime Green Hoodie |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7429|Slime Green Hoodie Seed |999|NoSeed|Seed|000000|000000|20|0|None
7430|Snow Husky |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7431|Snow Husky Seed |999|NoSeed|Seed|000000|000000|20|0|None
7432|Snow Husky Sledge |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Feet
7433|Snow Husky Sledge Seed |999|NoSeed|Seed|000000|000000|20|0|None
7434|Poseidon's Digger's Trident |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7435|Poseidon's Digger's Trident Seed |999|NoSeed|Seed|000000|000000|20|0|None
7436|Long Tree Log |1|0|Foreground_Block|603913|A67C52|3|31|None
7437|Long Tree Log Seed |1|0|Seed|000000|000000|20|0|None
7438|Tall Tree Log |1|0|Foreground_Block|603913|A67C52|3|31|None
7439|Tall Tree Log Seed |1|0|Seed|000000|000000|20|0|None
7440|White Grape Jelly Block |3|0|Trampoline_Block|DCD9BE|B7B189|3|117|None
7441|White Grape Jelly Block Seed |1|0|Seed|000000|000000|20|0|None
7442|Cranberry Jelly Block |3|0|Trampoline_Block|DCD9BE|B7B189|3|117|None
7443|Cranberry Jelly Block Seed |1|0|Seed|000000|000000|20|0|None
7444|Snow Crust Block |1|0|Foreground_Block|603913|A67C52|3|31|None
7445|Snow Crust Block Seed |1|0|Seed|000000|000000|20|0|None
7446|Winterfest Tree |1|0|Background_Block|070700|263C33|3|31|None
7447|Winterfest Tree Seed |1|0|Seed|000000|000000|20|0|None
7448|Winterfest Wonderland Foliage |1|0|Foreground_Block|603913|A67C52|3|31|None
7449|Winterfest Wonderland Foliage Seed |1|0|Seed|000000|000000|20|0|None
7450|Candy Cane Streetlamp |1|0|Background_Block|070700|263C33|3|31|None
7451|Candy Cane Streetlamp Seed |1|0|Seed|000000|000000|20|0|None
7452|Snowy Rocks Platform |4|0|Platform|83531F|F6C289|3|184|None
7453|Snowy Rocks Platform Seed |1|0|Seed|000000|000000|20|0|None
7454|Icy Igloo |1|0|Foreground_Block|603913|A67C52|3|31|None
7455|Icy Igloo Seed |1|0|Seed|000000|000000|20|0|None
7456|Winterfest Sign |2|Wrenchable|Sign|9D8D45|CCBD74|5|68|None
7457|Winterfest Sign Seed |1|0|Seed|000000|000000|20|0|None
7458|Dark Snowy Cave Background |1|0|Background_Block|070700|263C33|3|31|None
7459|Dark Snowy Cave Background Seed |1|0|Seed|000000|000000|20|0|None
7460|Nutmeg Block |1|0|Foreground_Block|603913|A67C52|3|31|None
7461|Nutmeg Block Seed |1|0|Seed|000000|000000|20|0|None
7462|Ground Nutmeg |999|NoSeed, Dropless, Untradable|Component|B5DCA3|467E30|1|3600|None
7463|Ground Nutmeg Seed |999|NoSeed|Seed|000000|000000|20|0|None
7464|Pumpkin Pie |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7465|Pumpkin Pie Seed |999|NoSeed|Seed|000000|000000|20|0|None
7466|Eggnog |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7467|Eggnog Seed |999|NoSeed|Seed|000000|000000|20|0|None
7468|Mr. Narwhal Leash |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7469|Mr. Narwhal Leash Seed |999|NoSeed|Seed|000000|000000|20|0|None
7470|Narwhal Tusk Staff |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7471|Narwhal Tusk Staff Seed |999|NoSeed|Seed|000000|000000|20|0|None
7472|Bandaged Mr. Narwhal |999|NoSeed, Dropless|Fish|8EE2EA|399DA7|6|3600|None
7473|Bandaged Mr. Narwhal Seed |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7474|Growmoji Gift |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7475|Growmoji Gift Seed |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7476|Winterfest Calendar - 2018 |999|NoSeed, Dropless, WorldLock|Provider|D5D0B3|96755A|42|3600|None
7477|Winterfest Calendar - 2018 Seed |999|NoSeed|Seed|000000|000000|20|0|None
7478|Used Winterfest Calendar - 2018 |999|NoSeed, Permanent, Dropless, WorldLock, AutoPickup|Foreground_Block|654C35|B79245|6|3600|None
7479|Used Winterfest Calendar - 2018 Seed |999|NoSeed|Seed|000000|000000|20|0|None
7480|Growformer PowerKey |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7481|Growformer PowerKey Seed |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7482|Nutcracker |999|MultiFacing, Wrenchable, NoSeed, Dropless, Mod, Untradable|Foreground_Block|66199B|FFC80B|20|3600|None
7483|Nutcracker Seed |999|NoSeed, Mod|Seed|000000|000000|20|0|None
7484|Winter Chest |999|NoSeed, Dropless|Consummable|A09E64|B47469|20|3600|None
7485|Winter Chest Seed |999|NoSeed|Seed|000000|000000|20|0|None
7486|Galleon's Mast - Crossbeam |1|0|Foreground_Block|603913|A67C52|3|31|None
7487|Galleon's Mast - Crossbeam Seed |999|NoSeed|Seed|000000|000000|20|0|None
7488|Slaminator's Boomerang |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7489|Slaminator's Boomerang Seed |999|NoSeed|Seed|000000|000000|20|0|None
7490|Nutcracker Hat |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hat
7491|Nutcracker Hat Seed |999|NoSeed|Seed|000000|000000|20|0|None
7492|Nutcracker Mask|999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Face
7493|Nutcracker Mask Seed |999|NoSeed|Seed|000000|000000|20|0|None
7494|Nutcracker Coat |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Shirt
7495|Nutcracker Coat Seed |999|NoSeed|Seed|000000|000000|20|0|None
7496|Nutcracker Pants |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Pants
7497|Nutcracker Pants Seed |999|NoSeed|Seed|000000|000000|20|0|None
7498|Nutcracker Boots |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Feet
7499|Nutcracker Boots Seed |999|NoSeed|Seed|000000|000000|20|0|None
7500|Nutcracker Saber |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7501|Nutcracker Saber Seed |999|NoSeed|Seed|000000|000000|20|0|None
7502|OVEROLL's Wings |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Back
7503|OVEROLL's Wings Seed |999|NoSeed|Seed|000000|000000|20|0|None
7504|Super Squirt Rifle 500 |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7505|Super Squirt Rifle 500 Seed |999|NoSeed|Seed|000000|000000|20|0|None
7506|Men's Board Shorts - Ocean Wave |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Pants
7507|Men's Board Shorts - Ocean Wave Seed |999|NoSeed|Seed|000000|000000|20|0|None
7508|Men's Board Shorts - Checkered |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Pants
7509|Men's Board Shorts - Checkered Seed |999|NoSeed|Seed|000000|000000|20|0|None
7510|Women's Swimsuit - Deep Ocean Blue |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Pants
7511|Women's Swimsuit - Deep Ocean Blue Seed |999|NoSeed|Seed|000000|000000|20|0|None
7512|Women's Swimsuit - Coral Pink |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Pants
7513|Women's Swimsuit - Coral Pink Seed |999|NoSeed|Seed|000000|000000|20|0|None
7514|Wet Hair |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hair
7515|Wet Hair Seed |999|NoSeed|Seed|000000|000000|20|0|None
7516|Unicorn Floatie |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Chest
7517|Unicorn Floatie Seed |999|NoSeed|Seed|000000|000000|20|0|None
7518|Jet Ski |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Feet
7519|Jet Ski Seed |999|NoSeed|Seed|000000|000000|20|0|None
7520|Waterslide Strut |30|0|Slippery_Block|CDF8FA|FFFFFF|6|27900|None
7521|Waterslide Strut Seed |999|NoSeed|Seed|000000|000000|20|0|None
7522|Waterslide |1|0|Foreground_Block|603913|A67C52|3|31|None
7523|Waterslide Seed |999|NoSeed|Seed|000000|000000|20|0|None
7524|Dunking Bucket |1|0|Foreground_Block|603913|A67C52|3|31|None
7525|Dunking Bucket Seed |999|NoSeed|Seed|000000|000000|20|0|None
7526|Inflatable Ring  |1|0|Foreground_Block|603913|A67C52|3|31|None
7527|Inflatable Ring Seed |999|NoSeed|Seed|000000|000000|20|0|None
7528|Kiddie Pool |1|0|Foreground_Block|603913|A67C52|3|31|None
7529|Kiddie Pool Seed |999|NoSeed|Seed|000000|000000|20|0|None
7530|Golden Jet Ski |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Feet
7531|Golden Jet Ski Seed |999|NoSeed|Seed|000000|000000|20|0|None
7532|Balloon-Frosting War Glove |999|NoSeed, Dropless|Clothing|E08B4F|E8DED6|0|3600|Hand
7533|Balloon-Frosting War Glove Seed |999|NoSeed|Seed|000000|000000|20|0|None
7534|Balloon Warz Winter 2018 Gold Trophy - Punch |999|MultiFacing, NoSeed,Permanent,Dropless,AutoPickup|Foreground_Block|C9D1DA|ECF5FD|3|3600|None
7535|Balloon Warz Winter 2018 Gold Trophy - Punch Seed |999|NoSeed|Seed|000000|000000|20|0|None
7536|Balloon Warz Winter 2018 Silver Trophy - Punch |999|MultiFacing, NoSeed,Permanent,Dropless,AutoPickup|Foreground_Block|C9D1DA|ECF5FD|3|3600|None
7537|Balloon Warz Winter 2018 Silver Trophy - Punch Seed |999|NoSeed|Seed|000000|000000|20|0|None
7538|Balloon Warz Winter 2018 Bronze Trophy - Punch |999|MultiFacing, NoSeed,Permanent,Dropless,AutoPickup|Foreground_Block|C9D1DA|ECF5FD|3|3600|None
7539|Balloon Warz Winter 2018 Bronze Trophy - Punch Seed |999|NoSeed|Seed|000000|000000|20|0|None
7540|Balloon Warz Winter 2018 Gold Trophy - Grow |999|MultiFacing, NoSeed,Permanent,Dropless,AutoPickup|Foreground_Block|C9D1DA|ECF5FD|3|3600|None
7541|Balloon Warz Winter 2018 Gold Trophy - Grow Seed |999|NoSeed|Seed|000000|000000|20|0|None
7542|Balloon Warz Winter 2018 Silver Trophy - Grow |999|MultiFacing, NoSeed,Permanent,Dropless,AutoPickup|Foreground_Block|C9D1DA|ECF5FD|3|3600|None
7543|Balloon Warz Winter 2018 Silver Trophy - Grow Seed |999|NoSeed|Seed|000000|000000|20|0|None
7544|Balloon Warz Winter 2018 Bronze Trophy - Grow |999|MultiFacing, NoSeed,Permanent,Dropless,AutoPickup|Foreground_Block|C9D1DA|ECF5FD|3|3600|None
7545|Balloon Warz Winter 2018 Bronze Trophy - Grow Seed |999|NoSeed|Seed|000000|000000|20|0|None
7546|Balloon Warz Winter 2018 Gold Trophy - Build |999|MultiFacing, NoSeed,Permanent,Dropless,AutoPickup|Foreground_Block|C9D1DA|ECF5FD|3|3600|None
7547|Balloon Warz Winter 2018 Gold Trophy - Build Seed |999|NoSeed|Seed|000000|000000|20|0|None
